LSOA,Disabled_Percentage
E01001649,15.3
E01001650,18.3
E01001651,16.7
E01001652,16.7
E01001653,20.7
E01001654,19.3
E01001655,19.4
E01001656,17.5
E01001657,13.2
E01001658,16
E01001659,17.4
E01001660,17.6
E01001661,19
E01001664,11.6
E01001665,12.5
E01001666,10.8
E01001669,15.8
E01001671,14.4
E01001672,13.7
E01001673,14.1
E01001674,12.2
E01001675,12.7
E01001676,15.3
E01001677,12.3
E01001678,15.1
E01001679,13.9
E01001680,13.3
E01001681,14.1
E01001682,16
E01001683,16.1
E01001684,18.9
E01001685,17.1
E01001686,14.3
E01001687,19.8
E01001688,13
E01001690,17.6
E01001692,15.6
E01001693,14.8
E01001694,13.6
E01001695,13.1
E01001696,11.5
E01001697,10.9
E01001698,14.6
E01001699,15.3
E01001700,11.4
E01001701,13.7
E01001702,12.8
E01001703,13.7
E01001704,18.3
E01001705,13.7
E01001708,16
E01001710,17.2
E01001712,14.9
E01001714,13.5
E01001715,13.8
E01001716,15.2
E01001717,15.5
E01001718,11.6
E01001719,15.2
E01001720,12
E01001722,14.3
E01001723,12.1
E01001724,12.6
E01001725,10.4
E01001726,14
E01001727,9.8
E01001728,7.7
E01001729,15.9
E01001730,15.2
E01001731,13.4
E01001732,14.1
E01001733,13.6
E01001734,14.1
E01001735,17.8
E01001736,13.6
E01001737,12.4
E01001738,14.2
E01001739,12.1
E01001740,16.4
E01001741,12.3
E01001742,15.2
E01001744,15.3
E01001745,17.4
E01001746,13.3
E01001747,15.8
E01001749,13.5
E01001750,15.7
E01001751,11.7
E01001753,15.1
E01001755,16.8
E01001756,14.3
E01001757,14.4
E01001758,17.9
E01001759,15.5
E01001760,16
E01001761,20.4
E01001762,14.4
E01001763,15.2
E01001764,16
E01001765,19
E01001767,14.1
E01001768,12.8
E01001769,14.1
E01001770,16.9
E01001772,17.2
E01001773,13.9
E01001774,13.8
E01001775,15.4
E01001776,16.2
E01001777,10.9
E01001780,17.6
E01001781,15.9
E01001783,14.6
E01001784,14.6
E01001785,14
E01001786,12.3
E01001787,18.5
E01001788,21.4
E01001789,14.2
E01001790,16.7
E01001791,16.7
E01001792,16.6
E01001793,15.1
E01001794,17.1
E01001795,13.1
E01001796,14.6
E01001798,13.3
E01001799,8.8
E01001800,13.2
E01001801,17.6
E01001802,14.2
E01001803,10.4
E01001804,8.7
E01001805,13.4
E01001806,16.3
E01001807,11.8
E01001808,9.4
E01001809,10.1
E01001811,13.3
E01001812,11.4
E01001813,17.4
E01001814,10.2
E01001815,21.4
E01001816,15.9
E01001819,19.7
E01001820,18.9
E01001821,20.2
E01001822,13.2
E01001823,9.8
E01001824,12.2
E01001825,9.7
E01001826,12.8
E01001827,16.3
E01001828,14.7
E01001829,11
E01001830,17.2
E01001831,15.2
E01001832,15.1
E01001833,15.8
E01001834,12.5
E01001835,12.7
E01001836,15.8
E01001837,14.9
E01001838,15.2
E01001839,12.6
E01001840,17.7
E01001841,22.2
E01001842,15
E01001843,17
E01001844,14.9
E01001845,21.4
E01001846,21
E01001847,16.5
E01001848,20.5
E01001849,16.1
E01001850,14.4
E01001851,10.5
E01001852,10.9
E01001853,9.8
E01001854,10.3
E01001855,10.2
E01001856,14.4
E01001857,16.9
E01001858,16.1
E01001859,11
E01001860,14.5
E01001861,13.9
E01001862,14.4
E01001863,12.9
E01001864,12.7
E01001865,9.5
E01001866,10.4
E01001867,18.3
E01001868,20.6
E01001869,11.7
E01001870,12.6
E01001871,11.6
E01001872,12.6
E01001873,15.2
E01001875,17
E01001876,20.2
E01001877,13.5
E01001878,17.4
E01001879,13.6
E01001880,13.3
E01001881,9.1
E01001882,9.8
E01001883,12.5
E01001884,14.5
E01001885,17.9
E01001886,15
E01001887,16.7
E01001888,10.8
E01001889,11
E01001890,11.1
E01001891,7.9
E01001892,13.8
E01001893,13.4
E01001894,16.5
E01001895,12.6
E01001896,13.7
E01001897,12
E01001898,10.7
E01001899,17.4
E01001900,18
E01001901,8.4
E01001902,11.9
E01001903,14.1
E01001904,7.2
E01001905,9
E01001906,8.7
E01001907,8.8
E01001908,10.1
E01001909,13.8
E01001910,11.3
E01001911,15.8
E01001912,16.2
E01001913,8.9
E01001914,12.6
E01001915,8.5
E01001916,11.9
E01001917,13.7
E01001918,10.1
E01001919,9.3
E01001920,18.9
E01001921,10.8
E01001922,8.8
E01001923,10.2
E01001924,6.2
E01001925,7.7
E01001926,6.7
E01001927,10.6
E01001928,12.3
E01001929,9.9
E01001930,20.6
E01001931,11.7
E01001932,11.5
E01001933,14
E01001934,12.5
E01001935,11.6
E01001937,8.2
E01001938,12.3
E01001940,15.9
E01001941,10.9
E01001942,12.5
E01001943,12.9
E01001944,18.2
E01001945,13.5
E01001946,12
E01001947,16.7
E01001948,9.3
E01001949,8.2
E01001950,6.7
E01001951,10.3
E01001952,10.8
E01001953,12
E01001954,14.4
E01001955,14.4
E01001956,15.6
E01001957,14.1
E01001958,14.4
E01001959,16.4
E01001960,10.1
E01001961,13.2
E01001962,11.3
E01001963,11.4
E01001964,11.9
E01001965,12.3
E01001966,11.2
E01001967,10
E01001968,11.7
E01001969,14.2
E01001970,12.9
E01001971,19
E01001972,14.7
E01001973,12.1
E01001974,10.9
E01001975,13
E01001976,13.6
E01001977,14.4
E01001978,16.7
E01001979,14.7
E01001980,15
E01001981,10.6
E01001982,11.9
E01001983,12.9
E01001984,15.4
E01001985,10.6
E01001986,12.8
E01001987,9.7
E01001988,11.9
E01001989,12.2
E01001990,10.7
E01001991,12.7
E01001992,10.6
E01001993,10
E01001994,12.1
E01001995,14
E01001996,12.3
E01001997,9
E01001998,10.6
E01001999,12.6
E01002000,12.6
E01002001,12.4
E01002002,14.7
E01002003,12.4
E01002004,15.9
E01002005,9.8
E01002006,12
E01002007,11.6
E01002008,9.2
E01002009,11.7
E01002010,16.1
E01002011,14.3
E01002013,13.2
E01002014,13.7
E01002015,18.9
E01002016,15
E01002017,13.1
E01002018,17.3
E01002019,13.2
E01002020,12.2
E01002021,13.6
E01002022,14.9
E01002023,13.5
E01002024,13.9
E01002025,11
E01002026,19.2
E01002027,15.6
E01002028,14.7
E01002029,16
E01002030,13.7
E01002031,15.2
E01002032,14.2
E01002033,17.5
E01002034,11.8
E01002036,14.1
E01002037,16.2
E01002038,15
E01002039,15.7
E01002040,15.5
E01002041,16
E01002042,15.4
E01002043,13.1
E01002044,11.7
E01002045,14.1
E01002046,18.5
E01002047,11.7
E01002048,14.3
E01002049,15.3
E01002050,7.1
E01002051,10.8
E01002052,7.8
E01002053,14.1
E01002054,14.6
E01002055,8.4
E01002056,13.2
E01002057,14.5
E01002058,13
E01002059,16.5
E01002060,13.9
E01002061,12.7
E01002062,13.3
E01002063,15.1
E01002064,16.4
E01002065,14
E01002066,13.8
E01002067,14.9
E01002068,12.5
E01002069,15.9
E01002070,12.4
E01002071,13
E01002072,19.9
E01002073,14.7
E01002074,16.6
E01002075,12.7
E01002076,13.1
E01002077,15.3
E01002078,13.4
E01002079,11.7
E01002081,16.4
E01002082,20
E01002083,12.8
E01002084,12.8
E01002085,12.7
E01002086,14.5
E01002087,14.6
E01002088,13.1
E01002089,15.7
E01002090,15
E01002091,17.1
E01002092,11.6
E01002093,18.7
E01002094,17.4
E01002095,15.7
E01002096,18.7
E01002097,15.3
E01002098,12.5
E01002099,18.6
E01002100,15.4
E01002101,12
E01002102,13.1
E01002103,13.3
E01002104,13.2
E01002105,13.1
E01002106,11.1
E01002107,10.1
E01002108,10.1
E01002109,9.3
E01002110,8.9
E01002111,11
E01002112,10.8
E01002113,14.9
E01002114,15.6
E01002115,11.9
E01002116,12
E01002118,13.6
E01002119,9.1
E01002120,16.5
E01002121,9.4
E01002122,9.3
E01002123,8.9
E01002124,11.1
E01002125,11
E01002127,14.3
E01002128,12.8
E01002129,10.3
E01002130,9.8
E01002131,15.1
E01002132,10.2
E01002133,15
E01002134,12.7
E01002135,13.9
E01002136,9.8
E01002137,7
E01002138,12.5
E01002139,20.4
E01002140,14
E01002141,17
E01002142,11.6
E01002143,14.3
E01002144,13.9
E01002145,21.2
E01002146,9.4
E01002147,10.8
E01002148,12.8
E01002149,11.9
E01002150,11.4
E01002151,19.1
E01002152,13.4
E01002153,9.9
E01002155,10.9
E01002156,11.7
E01002157,10.6
E01002158,10.7
E01002159,12
E01002160,10.1
E01002161,11
E01002162,12.3
E01002163,11.1
E01002164,11.5
E01002165,10.2
E01002166,9.9
E01002167,12.8
E01002168,13.1
E01002169,11.9
E01002170,11.2
E01002171,11.6
E01002172,11.1
E01002173,11.4
E01002174,12.1
E01002175,11.8
E01002176,11.6
E01002177,9.3
E01002178,12.2
E01002179,13.4
E01002181,10.8
E01002182,11.8
E01002183,13.3
E01002184,12.4
E01002185,15.4
E01002186,14.7
E01002187,13.5
E01002188,10.4
E01002189,12.2
E01002190,11.1
E01002191,9.5
E01002192,13.9
E01002193,12.3
E01002194,10.9
E01002195,10.3
E01002196,11.7
E01002197,12.1
E01002198,9.3
E01002199,9.6
E01002200,6.8
E01002201,10.6
E01002202,8.7
E01002203,10.7
E01002204,10.3
E01002206,11.8
E01002207,12.4
E01002208,12.9
E01002209,11.6
E01002210,10.5
E01002211,15.3
E01002212,11.3
E01002214,12.5
E01002215,15.6
E01002216,11.3
E01002217,12.8
E01002218,12.7
E01002219,12.1
E01002220,11
E01002221,10.6
E01002222,11.2
E01002223,10.9
E01002224,13.1
E01002225,18.4
E01002226,13.3
E01002227,16.7
E01002228,12
E01002229,15.2
E01002230,14.4
E01002231,11
E01002232,17.7
E01002233,13.3
E01002234,9.4
E01002235,14.8
E01002236,10.6
E01002237,11.4
E01002238,11.8
E01002239,11.9
E01002240,14.1
E01002241,13.8
E01002242,11.3
E01002243,17.1
E01002244,13
E01002245,16.8
E01002246,17.7
E01002247,12.9
E01002248,14.5
E01002250,13.7
E01002251,16.9
E01002252,16.5
E01002253,12.6
E01002254,11.1
E01002255,12.3
E01002256,14.5
E01002257,12.4
E01002258,17.8
E01002259,14
E01002260,12.3
E01002261,12
E01002262,16.5
E01002263,12.9
E01002264,19.6
E01002265,10.9
E01002266,15
E01002267,17.7
E01002268,12.8
E01002269,12.4
E01002270,12.5
E01002271,10.3
E01002272,12.7
E01002273,15.9
E01002274,12.8
E01002275,13.1
E01002276,19.4
E01002277,19.2
E01002278,17
E01002279,18.1
E01002280,16.8
E01002281,13.7
E01002282,17.6
E01002283,16.1
E01002284,15.3
E01002285,13.8
E01002286,13.5
E01002287,12.7
E01002288,12
E01002289,12.2
E01002290,12.5
E01002291,15.2
E01002292,16.7
E01002294,16.7
E01002295,16.1
E01002296,16.8
E01002297,19
E01002298,14.8
E01002299,13.8
E01002300,14.5
E01002301,15.5
E01002302,15.1
E01002303,18.4
E01002304,21.7
E01002305,13.3
E01002306,16.7
E01002307,15.4
E01002308,19.3
E01002309,17.7
E01002310,22.2
E01002311,14.2
E01002312,17.4
E01002313,17.3
E01002314,19
E01002315,13.3
E01002316,21
E01002317,13.8
E01002318,15.1
E01002319,16.1
E01002320,11.7
E01002321,13.3
E01002322,12.4
E01002323,14
E01002324,18.1
E01002325,17.2
E01002326,13.3
E01002327,14.8
E01002328,12.1
E01002329,13.9
E01002330,13.8
E01002331,12.7
E01002332,16.5
E01002333,14.1
E01002334,12.9
E01002335,18.8
E01002336,15.3
E01002337,14.3
E01002338,11.3
E01002339,12.3
E01002340,11.1
E01002341,12.3
E01002342,13.8
E01002343,15.4
E01002344,14.8
E01002345,14.2
E01002346,15
E01002347,14.7
E01002348,14
E01002349,15.8
E01002350,16
E01002351,12.1
E01002352,14.3
E01002353,14.9
E01002354,14.6
E01002355,11.8
E01002356,12.5
E01002358,12.5
E01002359,14.2
E01002360,17.9
E01002361,15.4
E01002362,12.9
E01002363,17.8
E01002364,19.5
E01002365,14.8
E01002366,13.7
E01002367,13.2
E01002368,16
E01002369,14.7
E01002370,14.2
E01002371,14
E01002372,13
E01002373,14.1
E01002374,12.7
E01002375,17.2
E01002376,11.8
E01002377,12.6
E01002378,10.8
E01002379,12.8
E01002380,15.1
E01002381,15.2
E01002382,13.8
E01002383,12.4
E01002384,12.9
E01002385,16.2
E01002386,11.9
E01002387,13.5
E01002388,11.8
E01002389,15.5
E01002390,11.1
E01002391,18
E01002392,14.8
E01002393,12
E01002394,11.2
E01002395,11.2
E01002396,13.1
E01002397,9.9
E01002398,9.9
E01002399,10.8
E01002400,16.2
E01002401,13.1
E01002402,13.8
E01002403,13.4
E01002404,14.9
E01002405,11.9
E01002408,16.9
E01002409,14
E01002410,12.9
E01002411,13.2
E01002412,12.1
E01002413,15.5
E01002414,15.1
E01002415,11.7
E01002416,11.7
E01002417,12
E01002418,14.9
E01002419,11.4
E01002420,13.4
E01002421,15.1
E01002422,12.9
E01002423,12.1
E01002424,10.9
E01002425,11.9
E01002426,9.5
E01002427,13.9
E01002428,11.2
E01002429,12.7
E01002430,11.2
E01002431,11
E01002432,14.5
E01002433,14
E01002434,13.5
E01002435,11.5
E01002436,16
E01002437,16.5
E01002438,14.2
E01002439,17.2
E01002440,16.2
E01002441,19.7
E01002442,16.1
E01002443,8.1
E01002444,12.6
E01002445,14.6
E01002446,10.4
E01002447,9.8
E01002448,10.2
E01002449,10.3
E01002450,10.5
E01002451,11.8
E01002452,11.6
E01002453,12
E01002454,15.3
E01002455,13.6
E01002456,15.4
E01002457,16.6
E01002458,10.4
E01002459,12
E01002460,12.6
E01002461,12.7
E01002462,10.3
E01002463,13.9
E01002464,10.9
E01002465,12.1
E01002466,10.6
E01002467,14.5
E01002468,10.9
E01002469,11.9
E01002470,14.6
E01002471,11.8
E01002472,14.4
E01002473,13.3
E01002474,13.3
E01002475,16.7
E01002476,12.4
E01002477,15
E01002478,13.4
E01002479,18.2
E01002480,11
E01002481,15.1
E01002482,10.5
E01002483,13.3
E01002484,14.7
E01002485,12.6
E01002486,11.5
E01002487,11
E01002488,9.7
E01002489,9.3
E01002490,11.6
E01002491,12.5
E01002492,11.4
E01002493,12.5
E01002494,12
E01002495,12.1
E01002496,12.7
E01002497,12.5
E01002498,13.6
E01002499,11.9
E01002501,12.6
E01002502,12.8
E01002503,12.4
E01002505,15.8
E01002506,10.2
E01002507,10.5
E01002508,18.7
E01002509,10.7
E01002511,15.9
E01002512,11.8
E01002513,13.7
E01002514,13.3
E01002516,11.9
E01002518,14.8
E01002519,15.3
E01002520,11.6
E01002521,17.4
E01002523,12.3
E01002525,14.8
E01002526,14.2
E01002527,18.5
E01002528,16.5
E01002529,11.3
E01002530,16.9
E01002531,16.2
E01002533,15.2
E01002534,14.1
E01002535,12.6
E01002536,9.6
E01002537,11.7
E01002538,16.4
E01002539,14.4
E01002540,11.9
E01002541,11.7
E01002542,10.6
E01002543,10.8
E01002544,10
E01002545,17.5
E01002546,10.6
E01002547,11.7
E01002548,14.3
E01002549,14.7
E01002550,15.4
E01002551,14
E01002552,14.3
E01002553,16
E01002555,10.3
E01002556,11.8
E01002557,12.5
E01002558,14.1
E01002559,14.6
E01002560,17.5
E01002561,14.9
E01002562,14.7
E01002563,11.2
E01002564,16.5
E01002565,11.5
E01002567,13.7
E01002569,10
E01002570,12.1
E01002571,10.8
E01002572,14.9
E01002573,8.5
E01002574,9
E01002575,9.8
E01002576,15.8
E01002577,9.3
E01002578,12
E01002579,12.5
E01002580,13.4
E01002581,10.7
E01002582,9
E01002583,11.2
E01002584,8.5
E01002585,11
E01002586,10
E01002587,13.7
E01002588,14.6
E01002589,12.1
E01002590,13.5
E01002591,14
E01002592,15.1
E01002593,15
E01002594,11.4
E01002595,13.9
E01002596,11.4
E01002598,12.9
E01002599,13.4
E01002600,12.4
E01002601,10.8
E01002602,14.2
E01002603,12
E01002604,17.2
E01002605,14.9
E01002606,14.8
E01002607,11.3
E01002608,14.9
E01002609,14.7
E01002610,16.5
E01002611,12.9
E01002612,13.1
E01002613,11.9
E01002614,9.4
E01002615,17.3
E01002616,12.5
E01002617,11.9
E01002618,11.2
E01002619,13.3
E01002620,10.9
E01002621,13.3
E01002622,10.9
E01002623,16.5
E01002624,11.8
E01002625,11.5
E01002626,10.8
E01002627,14.3
E01002628,11.4
E01002629,11
E01002630,9.9
E01002631,11.9
E01002632,14.4
E01002633,13.2
E01002634,13.9
E01002635,9.8
E01002636,11.1
E01002637,11.7
E01002638,12
E01002639,8.9
E01002640,9.2
E01002641,10.9
E01002643,13.9
E01002645,9.8
E01002646,12.3
E01002647,12.6
E01002649,11.8
E01002650,11.2
E01002651,10.9
E01002652,11.3
E01002653,11.3
E01002654,11.9
E01002655,10.4
E01002656,11.1
E01002657,12.4
E01002658,12.3
E01002659,10
E01002660,11.9
E01002661,8.9
E01002662,10.6
E01002663,12.7
E01002665,14.3
E01002666,12.6
E01002667,15.1
E01002668,14.5
E01002669,16.8
E01002670,11.7
E01002671,15.3
E01002672,12.3
E01002673,18
E01002674,9.1
E01002675,10.2
E01002676,12.5
E01002677,10.6
E01002678,9.3
E01002679,10.2
E01002680,12.9
E01002681,14.2
E01002682,12.2
E01002686,17.5
E01002687,9.6
E01002689,15.7
E01002690,9.8
E01002691,9.7
E01002692,11.8
E01002693,15.5
E01002694,19.4
E01002695,18.1
E01002696,12.2
E01002697,19.3
E01002698,13.1
E01002699,16.4
E01002700,11.7
E01002701,20.5
E01002702,15.4
E01002703,15.4
E01002704,14.8
E01002706,16.9
E01002707,16.3
E01002708,15.7
E01002709,18.4
E01002710,17.1
E01002711,15.3
E01002712,16
E01002713,25.9
E01002714,13.4
E01002715,16.7
E01002716,21.3
E01002717,13.5
E01002718,13.9
E01002719,13.4
E01002720,19.2
E01002721,16.8
E01002722,16.9
E01002723,18.1
E01002724,12.4
E01002725,16.5
E01002726,17.6
E01002727,15.4
E01002728,17.7
E01002729,20.4
E01002730,15.3
E01002732,21.9
E01002733,13.6
E01002734,12.6
E01002735,14.3
E01002736,21.8
E01002737,18
E01002738,15.1
E01002739,13.9
E01002740,9.4
E01002741,20.1
E01002742,10.8
E01002743,15
E01002744,13.1
E01002745,13.2
E01002747,13.7
E01002748,17.8
E01002749,12.8
E01002751,16.9
E01002752,16.8
E01002753,19.5
E01002754,13.7
E01002755,22.1
E01002756,18
E01002757,16.4
E01002758,18.8
E01002759,17
E01002760,18.7
E01002762,14.8
E01002763,22
E01002764,18.3
E01002765,17
E01002766,17.1
E01002767,19
E01002768,18.3
E01002769,15.9
E01002770,16.2
E01002771,16.1
E01002772,16.7
E01002773,19
E01002774,16.7
E01002775,14.7
E01002776,16.1
E01002777,15.4
E01002778,16.1
E01002779,12.6
E01002780,19.5
E01002781,14.7
E01002782,17.8
E01002783,26.5
E01002784,20.2
E01002785,14.9
E01002786,18.6
E01002787,14.6
E01002788,14.6
E01002789,13.4
E01002790,21
E01002791,15.2
E01002792,12.7
E01002793,20.8
E01002794,13.5
E01002795,15.1
E01002796,22.4
E01002797,18.9
E01002798,12.6
E01002799,15.3
E01002800,16.3
E01002801,14.1
E01002802,16.2
E01002804,20.4
E01002805,14
E01002806,15.5
E01002807,20.4
E01002808,15.8
E01002809,17.4
E01002810,17.9
E01002811,18.2
E01002812,7.2
E01002813,6.7
E01002814,14.1
E01002815,12.1
E01002816,7.4
E01002817,8.4
E01002818,8.5
E01002819,7.3
E01002821,8
E01002823,18.7
E01002824,9.8
E01002825,7.5
E01002826,9.1
E01002827,5
E01002828,10.7
E01002829,20.7
E01002830,18.9
E01002831,18.2
E01002832,18.2
E01002833,9.7
E01002834,7.7
E01002835,8.4
E01002836,8.8
E01002837,7
E01002839,12.7
E01002840,22.5
E01002841,15.5
E01002842,21.9
E01002843,20.8
E01002844,11.2
E01002845,14.8
E01002846,13.7
E01002847,9.6
E01002848,12.2
E01002849,7.8
E01002850,10.6
E01002851,19.4
E01002852,18
E01002853,18.4
E01002854,18.4
E01002855,23.1
E01002856,21.6
E01002857,17.8
E01002858,15
E01002859,6.2
E01002860,5.8
E01002861,9.4
E01002862,17.6
E01002863,7.2
E01002864,6.8
E01002865,5
E01002866,10.4
E01002867,14.5
E01002868,6.1
E01002869,12
E01002870,24
E01002871,6.2
E01002872,23.4
E01002873,12.3
E01002874,13.5
E01002875,9.1
E01002876,14.4
E01002877,13.7
E01002878,17.6
E01002879,22.7
E01002880,18.3
E01002881,18.3
E01002882,12.3
E01002883,9.5
E01002884,17.3
E01002885,6.4
E01002886,9.3
E01002887,6.3
E01002888,6.7
E01002889,9.4
E01002890,5.6
E01002891,5.2
E01002892,8.3
E01002893,13.8
E01002894,11
E01002896,9
E01002897,10.2
E01002898,8.4
E01002899,15.9
E01002900,11.3
E01002901,19.1
E01002902,11.6
E01002903,6
E01002904,21.9
E01002905,19
E01002906,25.8
E01002907,21.1
E01002908,15.3
E01002909,17.6
E01002910,14.1
E01002911,5.1
E01002912,12.6
E01002913,11.9
E01002914,10.5
E01002915,13.8
E01002916,14
E01002917,11.7
E01002918,10.2
E01002919,13.2
E01002920,12.2
E01002921,14.9
E01002922,12.6
E01002923,22.7
E01002924,12.7
E01002925,12
E01002926,12
E01002927,14.3
E01002928,16.6
E01002929,10.5
E01002930,11.2
E01002931,11.5
E01002932,17.4
E01002933,15.9
E01002934,8.2
E01002935,9.7
E01002937,9.4
E01002938,10.8
E01002939,14.9
E01002940,17
E01002941,15.5
E01002942,15.1
E01002943,15.4
E01002944,15.6
E01002945,10.8
E01002946,12.9
E01002947,12.3
E01002948,16.8
E01002949,14.5
E01002950,16.3
E01002951,11
E01002952,10.3
E01002953,12.4
E01002954,16.6
E01002955,15.6
E01002956,14.9
E01002957,13.1
E01002958,10.4
E01002959,11
E01002960,10.4
E01002961,11
E01002962,14
E01002963,11.8
E01002964,16.4
E01002965,14.5
E01002966,13.4
E01002967,12.4
E01002968,12.6
E01002969,19
E01002970,13.4
E01002971,11.5
E01002972,12.4
E01002973,15.8
E01002974,12.8
E01002975,12.6
E01002976,11.3
E01002977,16.4
E01002978,12.3
E01002979,14
E01002980,12.7
E01002981,15.1
E01002982,16.7
E01002983,11.3
E01002984,15.9
E01002985,10.9
E01002986,15.8
E01002987,14.5
E01002988,12.2
E01002989,9.1
E01002990,11.1
E01002991,10.6
E01002992,13.3
E01002993,12.2
E01002994,17.3
E01002995,17.3
E01002996,12.8
E01002997,12.7
E01002998,11.7
E01002999,11.7
E01003000,13.4
E01003001,12.5
E01003002,14.8
E01003003,11.6
E01003004,11.7
E01003005,12.3
E01003006,12.3
